"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
201	0.132	0.13	0.167	0.14	0.083	0.001	0.084	0.006	0.083	0.009	0.098	0.004
401	0.737	0.735	0.713	0.688	0.662	0.352	0.598	0.317	0.662	0.282	0.642	0.331
1601	0.352	0.193	0.346	0.181	0.191	0.024	0.189	0.018	0.191	0.023	0.211	0.013
2001	0.08	0.181	0.083	0.201	0.036	0.002	0.044	0.003	0.036	0.002	0.027	0.002
601	0.23	0.128	0.244	0.16	0.146	0.025	0.137	0.02	0.146	0.024	0.134	0.022
1201	0.02	0.131	0.02	0.136	0.012	0	0.009	0.001	0.012	0	0.004	0
1	0.149	0.218	0.151	0.196	0.088	0.004	0.091	0.004	0.088	0.002	0.074	0.003
1401	0.077	0.075	0.063	0.055	0.04	0	0.034	0	0.04	0.003	0.037	0
1801	0.253	0.37	0.245	0.304	0.167	0.023	0.176	0.026	0.167	0.038	0.15	0.024
801	0.199	0.279	0.173	0.203	0.126	0.01	0.134	0.003	0.126	0.009	0.119	0.015
1001	0.004	0.092	0.006	0.09	0.003	0	0.008	0	0.003	0	0.006	0
202	0.137	0.07	0.149	0.093	0.07	0.003	0.077	0.003	0.07	0	0.075	0
2002	0.176	0.282	0.165	0.213	0.105	0.017	0.118	0.023	0.105	0.036	0.099	0.034
402	0.51	0.613	0.544	0.539	0.534	0.149	0.56	0.134	0.534	0.087	0.594	0.154
602	0.287	0.08	0.29	0.08	0.221	0.003	0.19	0.005	0.221	0.009	0.183	0.003
1802	0.442	0.558	0.467	0.561	0.649	0.2	0.664	0.177	0.649	0.192	0.663	0.217
2	0.65	0.436	0.664	0.423	0.409	0.037	0.403	0.038	0.409	0.016	0.398	0.031
1202	0.312	0.686	0.287	0.685	0.318	0.126	0.348	0.121	0.318	0.141	0.329	0.195
1402	0.224	0.142	0.216	0.141	0.129	0.002	0.118	0.002	0.129	0.006	0.123	0.004
1602	0.178	0.276	0.183	0.331	0.221	0.06	0.246	0.066	0.221	0.038	0.237	0.049
802	0.248	0.312	0.254	0.294	0.157	0.015	0.114	0.011	0.157	0.015	0.116	0.02
1002	0.921	0.776	0.91	0.709	0.715	0.196	0.69	0.198	0.715	0.228	0.704	0.251
203	0.669	0.988	0.644	0.981	0.661	0.298	0.626	0.302	0.661	0.332	0.643	0.325
603	0.19	0.183	0.183	0.209	0.116	0.045	0.103	0.045	0.116	0.062	0.108	0.04
2003	0.206	0.262	0.219	0.262	0.154	0.011	0.152	0.035	0.154	0.016	0.163	0.024
403	0.069	0.123	0.072	0.125	0.027	0.006	0.023	0.006	0.027	0.002	0.034	0.006
3	0.242	0.267	0.214	0.236	0.122	0.015	0.111	0.012	0.122	0.012	0.142	0.008
1403	0.186	0.245	0.17	0.315	0.102	0.005	0.088	0.008	0.102	0.004	0.086	0.006
1803	0.146	0.278	0.157	0.321	0.191	0.017	0.175	0.022	0.191	0.016	0.162	0.015
1203	0.219	0.371	0.199	0.186	0.116	0.007	0.11	0.001	0.116	0.008	0.099	0.003
1603	0.985	0.738	0.979	0.706	0.888	0.21	0.891	0.22	0.888	0.233	0.886	0.26
803	0.434	0.479	0.37	0.461	0.21	0.155	0.224	0.136	0.21	0.148	0.192	0.135
1003	0.41	0.284	0.431	0.219	0.526	0.145	0.558	0.139	0.526	0.112	0.519	0.157
204	0.347	0.189	0.32	0.189	0.214	0.042	0.226	0.053	0.214	0.046	0.206	0.05
604	0.069	0.076	0.071	0.082	0.132	0.01	0.147	0.008	0.132	0.01	0.148	0.01
2004	0.299	0.144	0.313	0.172	0.214	0.016	0.197	0.013	0.214	0.03	0.19	0.019
404	0.058	0.276	0.053	0.272	0.089	0.005	0.066	0.012	0.089	0.003	0.059	0.003
2401	0.204	0.477	0.253	0.465	0.128	0.041	0.139	0.047	0.128	0.025	0.118	0.046
4	0.145	0.188	0.125	0.139	0.082	0.012	0.095	0.014	0.082	0.009	0.076	0.009
2201	0.531	0.903	0.549	0.905	0.34	0.071	0.367	0.076	0.34	0.085	0.356	0.073
2601	0.435	0.183	0.44	0.148	0.266	0.013	0.267	0.01	0.266	0.004	0.273	0.003
