"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
1	0.252	0.238	0.243	0.239	0.151	0.021	0.149	0.016	0.151	0.008	0.168	0.018
201	0.433	0.215	0.434	0.315	0.286	0.026	0.259	0.049	0.286	0.038	0.27	0.038
2	0.806	0.621	0.828	0.818	0.74	0.155	0.721	0.141	0.74	0.096	0.728	0.131
202	0.279	0.195	0.315	0.146	0.17	0.024	0.171	0.02	0.17	0.023	0.16	0.022
3	0.376	0.519	0.337	0.443	0.197	0.042	0.2	0.051	0.197	0.042	0.205	0.071
203	0.59	0.73	0.577	0.308	0.449	0.07	0.464	0.041	0.449	0.063	0.462	0.055
4	0.238	0.242	0.231	0.242	0.131	0.005	0.158	0.012	0.131	0.013	0.155	0.017
204	0.305	0.559	0.292	0.268	0.074	0.047	0.042	0.046	0.074	0.103	0.068	0.036
5	0.576	0.595	0.562	0.54	0.402	0.191	0.409	0.185	0.402	0.178	0.397	0.159
205	0.15	0.167	0.152	0.151	0.092	0.003	0.093	0.002	0.092	0.008	0.08	0.002
6	0.1	0.147	0.092	0.193	0.063	0.005	0.041	0.008	0.063	0.007	0.05	0.017
206	0.158	0.115	0.176	0.094	0.132	0.012	0.142	0.025	0.132	0.017	0.146	0.028
7	0.4	0.581	0.366	0.962	0.227	0.072	0.242	0.07	0.227	0.067	0.207	0.079
207	0.579	0.949	0.552	0.97	0.327	0.315	0.362	0.359	0.327	0.335	0.32	0.313
8	0.27	0.214	0.26	0.161	0.152	0.013	0.123	0.015	0.152	0.013	0.139	0.014
208	0.41	0.212	0.354	0.223	0.211	0.008	0.225	0.009	0.211	0.009	0.24	0.011
9	0.393	0.223	0.361	0.164	0.229	0.023	0.241	0.029	0.229	0.032	0.245	0.033
209	0.322	0.189	0.333	0.21	0.192	0.016	0.195	0.025	0.192	0.009	0.2	0.012
210	0.238	0.121	0.226	0.126	0.13	0.011	0.129	0.014	0.13	0.021	0.128	0.007
10	0.576	0.517	0.571	0.416	0.384	0.11	0.388	0.106	0.384	0.108	0.394	0.106
401	0.796	0.789	0.773	0.728	0.84	0.653	0.827	0.68	0.84	0.722	0.842	0.652
211	0.196	0.425	0.232	0.437	0.221	0.048	0.238	0.069	0.221	0.057	0.194	0.049
11	0.651	0.787	0.675	0.651	0.76	0.18	0.799	0.172	0.76	0.149	0.755	0.199
402	0.911	0.91	0.941	0.829	0.882	0.23	0.888	0.232	0.882	0.194	0.9	0.255
212	0.207	0.459	0.203	0.475	0.123	0.031	0.108	0.045	0.123	0.036	0.112	0.039
12	0.096	0.193	0.096	0.148	0.082	0.022	0.086	0.006	0.082	0.01	0.093	0.013
403	0.145	0.255	0.166	0.229	0.081	0.007	0.092	0.008	0.081	0.006	0.083	0.007
213	0.422	0.521	0.435	0.577	0.324	0.2	0.357	0.181	0.324	0.224	0.324	0.152
13	0.415	0.836	0.441	0.827	0.272	0.168	0.287	0.141	0.272	0.125	0.27	0.136
404	0.08	0.286	0.077	0.283	0.108	0.048	0.106	0.04	0.108	0.04	0.088	0.049
214	0.747	0.314	0.769	0.336	0.5	0.066	0.516	0.095	0.5	0.075	0.5	0.102
14	0.685	0.747	0.719	0.773	0.772	0.371	0.776	0.51	0.772	0.388	0.794	0.434
405	0.174	0.358	0.222	0.378	0.112	0.057	0.112	0.066	0.112	0.068	0.117	0.074
215	0.347	0.479	0.325	0.563	0.226	0.134	0.204	0.135	0.226	0.161	0.231	0.121
601	0.357	0.315	0.341	0.344	0.242	0.087	0.236	0.08	0.242	0.061	0.236	0.045
15	0.518	0.359	0.513	0.326	0.304	0.081	0.294	0.086	0.304	0.1	0.286	0.06
