"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
333	0.266	0.4	0.258	0.42	0.136	0.006	0.126	0.024	0.136	0.02	0.132	0.02
153	0.092	0.306	0.082	0.28	0.038	0.018	0.036	0.006	0.038	0.012	0.044	0.016
145	0.144	0.134	0.13	0.156	0.17	0.006	0.136	0.006	0.17	0.004	0.154	0.002
53	0.47	0.256	0.492	0.288	0.252	0.01	0.276	0.012	0.252	0.006	0.284	0.002
113	0.374	0.438	0.394	0.47	0.362	0.082	0.344	0.1	0.362	0.066	0.412	0.06
341	0.096	0.59	0.116	0.546	0.248	0.074	0.234	0.058	0.248	0.12	0.206	0.098
225	0.088	0.23	0.094	0.228	0.092	0.002	0.048	0.002	0.092	0.002	0.07	0.004
301	0.552	0.64	0.546	0.594	0.364	0.464	0.316	0.51	0.364	0.552	0.306	0.486
293	0.186	0.96	0.164	0.95	0.092	0.006	0.102	0.016	0.092	0.016	0.092	0.014
209	0.408	0.554	0.444	0.684	0.242	0.064	0.238	0.07	0.242	0.088	0.212	0.098
93	0.24	0.312	0.206	0.266	0.142	0.006	0.108	0.014	0.142	0	0.114	0.002
5	0.08	0.02	0.052	0.088	0.052	0	0.018	0	0.052	0	0.024	0
161	0.062	0.092	0.058	0.078	0.022	0	0.02	0.004	0.022	0	0.022	0.006
1	0.154	0.082	0.134	0.086	0.062	0	0.058	0	0.062	0	0.072	0.004
265	0.022	0.096	0.034	0.072	0.038	0	0.014	0	0.038	0.004	0.008	0
97	0.216	0.106	0.198	0.09	0.12	0.002	0.136	0.002	0.12	0.002	0.138	0
85	0.104	0.19	0.112	0.216	0.128	0.028	0.12	0.016	0.128	0.024	0.118	0.014
273	0.208	0.224	0.208	0.156	0.13	0.012	0.136	0.018	0.13	0.01	0.144	0.006
