"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
173	0.154	0.486	0.15	0.294	0.062	0.006	0.07	0.002	0.062	0	0.056	0.006
333	0.138	0.188	0.2	0.186	0.09	0.006	0.068	0.004	0.09	0.004	0.096	0.012
317	0.172	0.134	0.162	0.174	0.054	0	0.062	0	0.054	0.002	0.088	0
125	0.228	0.318	0.238	0.328	0.11	0.022	0.134	0.016	0.11	0.018	0.108	0.028
381	0.212	0.52	0.22	0.43	0.092	0.048	0.118	0.09	0.092	0.016	0.104	0.052
121	0.114	0.108	0.064	0.13	0.082	0	0.076	0	0.082	0.008	0.068	0
365	0.122	0.336	0.14	0.164	0.062	0.054	0.062	0.056	0.062	0.038	0.076	0.04
301	0.416	0.586	0.412	0.612	0.206	0.378	0.258	0.41	0.206	0.32	0.218	0.324
153	0.058	0.21	0.048	0.218	0.04	0.012	0.036	0.004	0.04	0.006	0.026	0.014
149	0.038	0.122	0.04	0.122	0.028	0	0.008	0	0.028	0	0.018	0.002
93	0.134	0.2	0.156	0.212	0.06	0	0.076	0.002	0.06	0	0.08	0.002
113	0.352	0.366	0.354	0.374	0.244	0.024	0.274	0.036	0.244	0.056	0.308	0.018
341	0.136	0.508	0.13	0.54	0.256	0.032	0.248	0.062	0.256	0.038	0.238	0.032
157	0.088	0.096	0.072	0.038	0.044	0.016	0.056	0.014	0.044	0.012	0.032	0.02
89	0.212	0.246	0.22	0.24	0.148	0.002	0.156	0.002	0.148	0.006	0.14	0
53	0.34	0.17	0.408	0.154	0.184	0	0.178	0	0.184	0.006	0.178	0.002
221	0.144	0.968	0.156	0.314	0.088	0.008	0.104	0.008	0.088	0.01	0.104	0
393	0.028	0.148	0.026	0.154	0.02	0.002	0.016	0	0.02	0.006	0.014	0.002
109	0.244	0.062	0.276	0.096	0.198	0.01	0.164	0.002	0.198	0.008	0.178	0
145	0.066	0.124	0.086	0.118	0.094	0.002	0.082	0.004	0.094	0	0.092	0
117	0.134	0.492	0.09	0.488	0.072	0.09	0.054	0.068	0.072	0.066	0.064	0.084
45	0.608	0.614	0.654	0.484	0.428	0.088	0.418	0.052	0.428	0.068	0.434	0.1
369	0.032	0.054	0.034	0.124	0.008	0.002	0.012	0	0.008	0	0.02	0
353	0.682	0.442	0.662	0.928	0.364	0.028	0.412	0.038	0.364	0.016	0.358	0.026
349	0.196	0.168	0.206	0.196	0.16	0.012	0.138	0.008	0.16	0.012	0.162	0.02
373	0.018	0.072	0.032	0.112	0.04	0.004	0.044	0	0.04	0.008	0.042	0
209	0.226	0.37	0.212	0.354	0.112	0.012	0.13	0.022	0.112	0.012	0.102	0.016
325	0.014	0.202	0.026	0.19	0.012	0.01	0.018	0.002	0.012	0.008	0.014	0.004
293	0.086	0.208	0.084	0.116	0.05	0	0.048	0	0.05	0	0.034	0
213	0.076	0.1	0.076	0.124	0.032	0	0.032	0	0.032	0	0.05	0
265	0.014	0.074	0.022	0.094	0.008	0	0.008	0	0.008	0	0.008	0
5	0.032	0.082	0.046	0.07	0.01	0	0.036	0	0.01	0	0.038	0
