"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
333	0.454	0.384	0.408	0.726	0.23	0.038	0.236	0.068	0.23	0.06	0.228	0.056
341	0.292	0.63	0.226	0.932	0.412	0.24	0.336	0.158	0.412	0.172	0.298	0.128
297	0.186	0.25	0.164	0.214	0.094	0.006	0.112	0.002	0.094	0	0.116	0
145	0.234	0.442	0.242	0.35	0.222	0.026	0.256	0.022	0.222	0.014	0.248	0.04
225	0.122	0.19	0.116	0.23	0.114	0.006	0.096	0.016	0.114	0.008	0.11	0.014
113	0.308	0.234	0.308	0.376	0.55	0.098	0.506	0.116	0.55	0.108	0.616	0.052
153	0.138	0.266	0.172	0.974	0.072	0.032	0.07	0.032	0.072	0.014	0.082	0.034
293	0.266	0.432	0.258	0.452	0.144	0.016	0.152	0.034	0.144	0.038	0.152	0.02
325	0.082	0.09	0.07	0.108	0.048	0.022	0.044	0.03	0.048	0.02	0.026	0.036
273	0.418	0.392	0.39	0.45	0.234	0.016	0.214	0.03	0.234	0.014	0.266	0.022
253	0.67	0.886	0.662	0.878	0.63	0.694	0.592	0.65	0.63	0.674	0.584	0.762
53	0.736	0.498	0.732	0.508	0.45	0.032	0.458	0.034	0.45	0.048	0.426	0.048
141	0.236	0.148	0.23	0.214	0.102	0.008	0.14	0.014	0.102	0.012	0.11	0.016
309	0.902	0.436	0.906	0.426	0.602	0.02	0.576	0.1	0.602	0.062	0.618	0.066
377	0.386	0.506	0.396	0.352	0.208	0.028	0.192	0.032	0.208	0.022	0.204	0.03
205	0.792	0.594	0.762	0.652	0.532	0.15	0.432	0.068	0.532	0.072	0.516	0.056
9	0.926	0.872	0.884	0.864	0.688	0.264	0.656	0.366	0.688	0.328	0.722	0.346
13	0.196	0.218	0.194	0.248	0.106	0.006	0.102	0.002	0.106	0.004	0.12	0.01
281	0.338	0.068	0.384	0.134	0.248	0.014	0.286	0.006	0.248	0.022	0.292	0.004
301	0.532	0.672	0.514	0.706	0.432	0.684	0.452	0.62	0.432	0.746	0.462	0.708
277	0.486	0.528	0.568	0.516	0.486	0.034	0.476	0.032	0.486	0.04	0.522	0.042
393	0.04	0.358	0.042	0.278	0.016	0.006	0.028	0.018	0.016	0.018	0.022	0.018
345	0.452	0.304	0.438	0.278	0.23	0.046	0.19	0.05	0.23	0.094	0.234	0.088
209	0.546	0.918	0.606	0.914	0.4	0.212	0.46	0.254	0.4	0.154	0.424	0.168
185	0.216	0.962	0.194	0.968	0.124	0	0.1	0.002	0.124	0.002	0.1	0.016
313	0.056	0.086	0.05	0.094	0.028	0	0.04	0	0.028	0	0.036	0
161	0.152	0.272	0.156	0.312	0.074	0.008	0.058	0.014	0.074	0.01	0.06	0.008
389	0.15	0.172	0.132	0.286	0.048	0.012	0.074	0.006	0.048	0.008	0.052	0.004
