"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
349	0.112	0	0.128	0	0.082	0	0.054	0	0.068	0	0.068	0.002
345	0.236	0.03	0.234	0.026	0.134	0.002	0.176	0.002	0.17	0.028	0.196	0.022
285	0.302	0.112	0.312	0.126	0.566	0.22	0.59	0.26	0.314	0.012	0.32	0.018
337	0.46	0.024	0.446	0.074	0.298	0.094	0.266	0.12	0.218	0.098	0.256	0.066
1153	0.17	0.01	0.164	0.028	0.198	0.004	0.188	0.006	0.208	0.02	0.192	0.038
1793	0.212	0.184	0.284	0.174	0.156	0.1	0.146	0.062	0.084	0.002	0.064	0.008
1781	0.954	0.76	0.95	0.756	0.888	0.094	0.9	0.132	0.746	0.486	0.738	0.472
1117	0.024	0.008	0.038	0.028	0.044	0.006	0.04	0.008	0.022	0	0.034	0.002
1165	0.72	0.95	0.656	0.904	0.91	0.504	0.914	0.42	0.734	0.774	0.716	0.782
1017	0.488	0.032	0.564	0.06	0.356	0.048	0.326	0.064	0.224	0.068	0.206	0.038
1777	0.098	0	0.114	0	0.08	0	0.084	0.002	0.136	0.004	0.126	0
469	0.074	0.004	0.072	0.008	0.036	0.002	0.036	0.002	0.028	0.002	0.048	0.008
1765	0.172	0.028	0.158	0.034	0.094	0.042	0.08	0.008	0.05	0	0.036	0
725	0.142	0.188	0.14	0.184	0.276	0.018	0.318	0.02	0.158	0.022	0.128	0.03
689	0.406	0.228	0.428	0.102	0.258	0.012	0.294	0.018	0.374	0.046	0.328	0.07
289	0.176	0	0.16	0.002	0.102	0.002	0.15	0.012	0.15	0.006	0.148	0.008
1761	0.078	0.002	0.098	0	0.06	0	0.046	0	0.036	0	0.028	0
1097	0.14	0.008	0.188	0.006	0.102	0	0.112	0.004	0.142	0.004	0.156	0.004
601	0.038	0	0.04	0	0.022	0	0.012	0	0.02	0	0.016	0
493	0.048	0	0.05	0	0.016	0.002	0.016	0	0.022	0	0.034	0
