"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
121	0.924	0.936	0.908	0.956	0.722	0.632	0.7	0.576	0.626	0.6	0.608	0.606
377	0.5	0.214	0.438	0.246	0.238	0.112	0.186	0.122	0.302	0.108	0.224	0.128
273	0.968	0.792	0.966	0.844	0.904	0.71	0.882	0.702	0.618	0.488	0.574	0.476
217	0.354	0.31	0.288	0.25	0.316	0.086	0.32	0.112	0.046	0.038	0.066	0.018
245	0.188	0.092	0.2	0.13	0.096	0.024	0.112	0.026	0.12	0.008	0.116	0.01
285	0.388	0.206	0.44	0.328	0.75	0.406	0.792	0.396	0.808	0.548	0.838	0.6
301	0.25	0.286	0.296	0.338	0.128	0.042	0.148	0.06	0.148	0.06	0.168	0.09
393	0.392	0.214	0.372	0.248	0.334	0.11	0.38	0.09	0.342	0.022	0.354	0.044
125	0.084	0.1	0.084	0.124	0.044	0.026	0.038	0.008	0.006	0.004	0.004	0
265	0.376	0.096	0.422	0.104	0.166	0.006	0.194	0.012	0.216	0.01	0.22	0.008
261	0.218	0.17	0.236	0.168	0.122	0.044	0.114	0.034	0.106	0.02	0.104	0.016
1	0.322	0.074	0.314	0.052	0.19	0.014	0.132	0.006	0.172	0.016	0.164	0.01
373	0.52	0.514	0.508	0.538	0.186	0.262	0.218	0.268	0.332	0.298	0.286	0.324
233	0.594	0.234	0.55	0.224	0.27	0.068	0.254	0.036	0.396	0.062	0.38	0.056
325	0.412	0.336	0.478	0.382	0.38	0.078	0.476	0.048	0.498	0.09	0.538	0.092
397	0.242	0.122	0.224	0.086	0.236	0.122	0.266	0.09	0.264	0.17	0.264	0.124
369	0.512	0.482	0.544	0.516	0.364	0.16	0.352	0.208	0.102	0.008	0.08	0.002
57	0.482	0.228	0.478	0.318	0.208	0.058	0.168	0.052	0.288	0.024	0.3	0.028
321	0.272	0.644	0.262	0.712	0.11	0.146	0.094	0.176	0.098	0.07	0.102	0.082
289	0.604	0.37	0.586	0.356	0.93	0.52	0.932	0.59	0.754	0.754	0.69	0.776
357	0.294	0.186	0.26	0.2	0.104	0.032	0.112	0.032	0.162	0.03	0.156	0.048
105	0.098	0.104	0.082	0.072	0.05	0.11	0.074	0.166	0.28	0.174	0.264	0.156
381	0.756	0.352	0.772	0.346	0.428	0.138	0.442	0.14	0.514	0.176	0.502	0.24
249	0.714	0.52	0.63	0.34	0.76	0.2	0.77	0.216	0.7	0.296	0.692	0.228
329	0.048	0.016	0.026	0.01	0.01	0	0.01	0	0.018	0	0.02	0
205	0.836	0.5	0.88	0.58	0.808	0.434	0.784	0.518	0.814	0.398	0.772	0.288
177	0.938	0.922	0.922	0.946	0.804	0.568	0.834	0.494	0.978	0.9	0.98	0.876
317	0.172	0.13	0.144	0.112	0.278	0.306	0.3	0.22	0.396	0.348	0.406	0.4
353	0.01	0	0.016	0.018	0.02	0.01	0.028	0.024	0.02	0.026	0.02	0.038
349	0.466	0.174	0.494	0.26	0.23	0.032	0.25	0.048	0.222	0.024	0.282	0.022
345	0.492	0.232	0.448	0.228	0.262	0.12	0.282	0.146	0.194	0.022	0.18	0.006
61	0.246	0.358	0.232	0.326	0.36	0.106	0.358	0.098	0.442	0.044	0.388	0.084
