"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
365	0.506	0.894	0.548	0.882	0.238	0.446	0.23	0.436	0.238	0.384	0.254	0.47
1	0.55	0.966	0.518	0.984	0.75	0.63	0.746	0.72	0.75	0.626	0.722	0.692
309	0.76	0.828	0.714	0.904	0.598	0.746	0.604	0.812	0.598	0.726	0.572	0.754
297	0.454	0.974	0.434	0.836	0.274	0.542	0.234	0.554	0.274	0.588	0.264	0.564
93	0.988	0.854	0.982	0.9	0.79	0.844	0.802	0.834	0.79	0.836	0.78	0.858
113	0.204	0.058	0.182	0.01	0.132	0.196	0.16	0.216	0.132	0.194	0.152	0.238
217	0.726	0.922	0.712	0.928	0.462	0.11	0.46	0.174	0.462	0.178	0.434	0.168
357	0.314	0.354	0.398	0.346	0.298	0.418	0.276	0.422	0.298	0.308	0.248	0.306
73	0.438	0.316	0.424	0.364	0.368	0.636	0.362	0.588	0.368	0.626	0.306	0.512
205	0.96	0.944	0.982	0.954	0.816	0.922	0.806	0.92	0.816	0.908	0.808	0.902
341	0.838	0.138	0.786	0.184	0.664	0.86	0.69	0.854	0.664	0.798	0.692	0.88
69	0.798	0.708	0.772	0.672	0.538	0.828	0.614	0.864	0.538	0.878	0.63	0.888
153	0.692	0.986	0.678	0.994	0.748	0.832	0.764	0.914	0.748	0.864	0.77	0.89
53	0.446	0.282	0.52	0.384	0.808	0.934	0.74	0.892	0.808	0.924	0.754	0.92
97	0.256	0.05	0.258	0.06	0.548	0.636	0.518	0.728	0.548	0.76	0.538	0.75
117	0.846	0.7	0.854	0.628	0.692	0.892	0.688	0.918	0.692	0.886	0.714	0.89
9	0.816	0.856	0.802	0.886	0.834	0.912	0.858	0.87	0.834	0.936	0.848	0.926
429	0.8	0.604	0.836	0.428	0.482	0.3	0.502	0.218	0.482	0.204	0.502	0.184
85	0.81	0.502	0.814	0.602	0.84	0.914	0.848	0.926	0.84	0.91	0.864	0.946
129	0.692	0.83	0.714	0.956	0.384	0.552	0.392	0.578	0.384	0.574	0.414	0.666
293	0.922	0.946	0.93	0.916	0.632	0.542	0.662	0.598	0.632	0.462	0.632	0.548
321	0.886	0.994	0.926	0.996	0.98	0.854	0.964	0.896	0.98	0.94	0.964	0.906
253	0.804	0.664	0.802	0.748	0.708	0.816	0.726	0.718	0.708	0.716	0.702	0.678
189	0.322	0.822	0.288	0.83	0.096	0.186	0.104	0.198	0.096	0.164	0.106	0.208
201	0.5	0.632	0.466	0.514	0.266	0.226	0.336	0.252	0.266	0.234	0.298	0.206
149	0.588	0.906	0.544	0.816	0.45	0.206	0.478	0.258	0.45	0.14	0.466	0.184
161	0.994	0.968	0.99	0.96	0.826	0.854	0.866	0.868	0.826	0.828	0.808	0.822
13	0.402	0.672	0.46	0.946	0.248	0.136	0.292	0.08	0.248	0.12	0.268	0.13
221	0.58	0.826	0.644	0.824	0.552	0.8	0.568	0.73	0.552	0.816	0.52	0.81
209	0.774	0.788	0.766	0.36	0.862	0.804	0.888	0.838	0.862	0.796	0.914	0.81
