"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
65	0.288	0.484	0.31	0.982	0.152	0.074	0.166	0.032	0.152	0.032	0.104	0.042
109	0.272	0.146	0.27	0.132	0.218	0.024	0.194	0.03	0.218	0.05	0.224	0.046
121	0.168	0.2	0.122	0.2	0.052	0.004	0.082	0.002	0.052	0.008	0.086	0.004
101	0.056	0.07	0.054	0.082	0.036	0	0.044	0.002	0.036	0	0.03	0
117	0.078	0.988	0.104	0.418	0.064	0.04	0.032	0.044	0.064	0.024	0.056	0.018
53	0.664	0.5	0.698	0.33	0.382	0.022	0.394	0.034	0.382	0.026	0.384	0.05
57	0.93	0.996	0.922	0.998	0.774	0.682	0.816	0.73	0.774	0.7	0.798	0.704
177	0.124	0.374	0.094	0.266	0.07	0.018	0.07	0.008	0.07	0.008	0.062	0.012
69	0.302	0.64	0.332	0.686	0.136	0.052	0.14	0.02	0.136	0.022	0.134	0.024
113	0.236	0.664	0.24	0.602	0.394	0.05	0.358	0.096	0.394	0.066	0.334	0.098
141	0.072	0.282	0.108	0.436	0.258	0.042	0.252	0.024	0.258	0.018	0.234	0.03
1	0.096	0.244	0.078	0.1	0.104	0.03	0.106	0.05	0.104	0.044	0.098	0.04
37	0.252	0.95	0.228	0.922	0.104	0.076	0.136	0.048	0.104	0.038	0.112	0.052
93	0.126	0.23	0.132	0.154	0.076	0.006	0.062	0.002	0.076	0.012	0.048	0.002
73	0.146	0.402	0.194	0.436	0.08	0.006	0.06	0.004	0.08	0.006	0.092	0.002
61	0.338	0.174	0.376	0.316	0.162	0.012	0.168	0.022	0.162	0.016	0.18	0.022
29	0.03	0.078	0.018	0.084	0.01	0	0.014	0	0.01	0	0.012	0
129	0.22	0.204	0.236	0.282	0.088	0.024	0.128	0.014	0.088	0.008	0.094	0.01
173	0.038	0	0.03	0	0.024	0	0.018	0	0.024	0.002	0.028	0
305	0.12	0.246	0.112	0.212	0.052	0.006	0.068	0.004	0.052	0.004	0.058	0.004
317	0.442	0.536	0.518	0.56	0.308	0.138	0.29	0.032	0.308	0.044	0.324	0.126
393	0.028	0.284	0.02	0.352	0.01	0.016	0.022	0.026	0.01	0.004	0.01	0.016
45	0.5	0.68	0.522	0.942	0.276	0.09	0.262	0.09	0.276	0.08	0.306	0.118
213	0.104	0.16	0.1	0.13	0.074	0.002	0.058	0.002	0.074	0.002	0.078	0.004
33	0.572	0.952	0.576	0.378	0.398	0.06	0.444	0.078	0.398	0.066	0.432	0.068
377	0.298	0.398	0.31	0.356	0.13	0.022	0.146	0.03	0.13	0.02	0.14	0.026
9	0.692	0.806	0.688	0.696	0.802	0.71	0.846	0.702	0.802	0.722	0.84	0.81
85	0.038	0.368	0.048	0.376	0.046	0.056	0.03	0.034	0.046	0.084	0.056	0.078
365	0.144	0.336	0.164	0.17	0.068	0.066	0.072	0.058	0.068	0.054	0.076	0.048
145	0.154	0.482	0.174	0.432	0.056	0.04	0.074	0.026	0.056	0.01	0.07	0.02
485	0.06	0.314	0.07	0.314	0.05	0	0.038	0.004	0.05	0.002	0.06	0.004
385	0.526	0.412	0.538	0.542	0.44	0.116	0.446	0.074	0.44	0.104	0.424	0.088
77	0.34	0.388	0.318	0.396	0.138	0.026	0.138	0.026	0.138	0.032	0.15	0.038
41	0.014	0.084	0.03	0.138	0.01	0	0.006	0.002	0.01	0.002	0.01	0
25	0.004	0.012	0	0.026	0.002	0	0	0	0.002	0	0	0
13	0.006	0.08	0.032	0.056	0.004	0	0.01	0.004	0.004	0	0.016	0
5	0.012	0.088	0.004	0.056	0.004	0	0.008	0.002	0.004	0	0.006	0
105	0.176	0.476	0.186	0.472	0.058	0.006	0.05	0.006	0.058	0.006	0.06	0.022
357	0.188	0.984	0.2	0.894	0.08	0.194	0.102	0.186	0.08	0.18	0.07	0.126
89	0.454	0.966	0.472	0.772	0.328	0.084	0.308	0.098	0.328	0.072	0.31	0.082
221	0.094	0.6	0.108	0.948	0.054	0.018	0.058	0.024	0.054	0.026	0.078	0.022
153	0.122	0.418	0.12	0.49	0.078	0.112	0.08	0.074	0.078	0.058	0.084	0.084
169	0.14	0.986	0.112	0.98	0.264	0.01	0.232	0.022	0.264	0.006	0.218	0.016
49	0.032	0.23	0.036	0.18	0.006	0.002	0.012	0.006	0.006	0.006	0.006	0.002
341	0.248	0.43	0.22	0.492	0.206	0.046	0.24	0.032	0.206	0.062	0.192	0.066
125	0.54	0.792	0.562	0.816	0.372	0.128	0.324	0.074	0.372	0.108	0.298	0.124
81	0.036	0.052	0.024	0.09	0.008	0	0.02	0	0.008	0	0.006	0
425	0.054	0.048	0.064	0.112	0.058	0.008	0.032	0.006	0.058	0.006	0.048	0.002
293	0.122	0.342	0.104	0.96	0.07	0.028	0.034	0.02	0.07	0.016	0.048	0.028
929	0.082	0.078	0.106	0.114	0.042	0	0.048	0.004	0.042	0.004	0.036	0
133	0.01	0.02	0.006	0.042	0.014	0.008	0.012	0.008	0.014	0.012	0.006	0.008
505	0.018	0.148	0.024	0.172	0.01	0	0.004	0.002	0.01	0.002	0.008	0.002
289	0.07	0.27	0.072	0.048	0.028	0.01	0.02	0.004	0.028	0.01	0.028	0.002
297	0.254	0.134	0.206	0.322	0.128	0.004	0.128	0.018	0.128	0.024	0.124	0.022
577	0.486	0.39	0.542	0.92	0.226	0.034	0.258	0.028	0.226	0.052	0.254	0.072
441	0.07	0.156	0.064	0.166	0.026	0.004	0.026	0.008	0.026	0.018	0.034	0
429	0.046	0.13	0.052	0.096	0.02	0.004	0.018	0	0.02	0.004	0.016	0.002
545	0.002	0.138	0	0.118	0.004	0	0	0.002	0.004	0	0.002	0
149	0.046	0.076	0.044	0.088	0.022	0.01	0.024	0.004	0.022	0.002	0.02	0.002
941	0.802	0.844	0.824	0.748	0.546	0.204	0.576	0.224	0.546	0.204	0.53	0.214
381	0.21	0.506	0.204	0.476	0.114	0.2	0.11	0.2	0.114	0.196	0.112	0.18
301	0.114	0.606	0.13	0.52	0.074	0.056	0.05	0.05	0.074	0.03	0.06	0.042
345	0.284	0.948	0.252	0.482	0.122	0.022	0.124	0.04	0.122	0.028	0.11	0.03
193	0.018	0.128	0.028	0.096	0.012	0	0.008	0	0.012	0	0.014	0
181	0.322	0.584	0.314	0.608	0.17	0.064	0.156	0.036	0.17	0.082	0.146	0.056
97	0.288	0.036	0.24	0.216	0.206	0.006	0.244	0.01	0.206	0.024	0.222	0
281	0.148	0.086	0.16	0.172	0.104	0	0.084	0	0.104	0	0.084	0
257	0.026	0.082	0.03	0.116	0.004	0.002	0.01	0	0.004	0	0.012	0.002
245	0.256	0.108	0.258	0.136	0.116	0.002	0.142	0	0.116	0.01	0.126	0.01
217	0.048	0.032	0.048	0.062	0.028	0	0.032	0.006	0.028	0	0.036	0.002
313	0.04	0.074	0.036	0.058	0.046	0.01	0.028	0.002	0.046	0	0.048	0
285	0.318	0.614	0.36	0.584	0.178	0.136	0.18	0.132	0.178	0.1	0.198	0.134
261	0.104	0.026	0.098	0.046	0.04	0.002	0.058	0.002	0.04	0	0.04	0.004
161	0.226	0.19	0.25	0.228	0.128	0.044	0.126	0.03	0.128	0.078	0.112	0.054
265	0.062	0.154	0.06	0.206	0.034	0	0.034	0.004	0.034	0	0.052	0.002
325	0.002	0.122	0.004	0.122	0	0.006	0.004	0.004	0	0	0.006	0.01
