"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
337	0.344	0.91	0.336	0.884	0.15	0.23	0.162	0.228	0.15	0.184	0.168	0.226
393	0.69	0.334	0.75	0.596	0.718	0.85	0.704	0.848	0.718	0.784	0.75	0.84
321	0.654	0.924	0.648	0.596	0.584	0.142	0.576	0.146	0.584	0.128	0.556	0.13
57	0.548	0.636	0.52	0.654	0.276	0.172	0.26	0.114	0.276	0.238	0.246	0.198
29	0.304	0.012	0.296	0.03	0.874	0.19	0.854	0.134	0.874	0.218	0.866	0.234
193	0.952	0.866	0.892	0.952	0.934	0.806	0.924	0.842	0.934	0.808	0.94	0.826
365	0.156	0.4	0.228	0.494	0.096	0.018	0.098	0.038	0.096	0.046	0.086	0.06
1	0.52	0.148	0.508	0.212	0.272	0.022	0.29	0.012	0.272	0.014	0.266	0.002
121	0.776	0.894	0.746	0.856	0.458	0.404	0.408	0.454	0.458	0.414	0.424	0.376
357	0.79	0.942	0.748	0.986	0.536	0.428	0.45	0.286	0.536	0.364	0.492	0.404
37	0.394	0.836	0.406	0.914	0.222	0.406	0.25	0.384	0.222	0.378	0.252	0.392
377	0.784	0.658	0.72	0.436	0.364	0.082	0.266	0.072	0.364	0.062	0.318	0.042
21	0.474	0.206	0.458	0.27	0.246	0.044	0.234	0.066	0.246	0.042	0.262	0.074
209	0.424	0.594	0.444	0.884	0.198	0.108	0.218	0.068	0.198	0.118	0.202	0.102
153	0.31	0.2	0.318	0.234	0.374	0.778	0.382	0.716	0.374	0.748	0.404	0.684
177	0.598	0.632	0.568	0.494	0.3	0.086	0.294	0.086	0.3	0.09	0.3	0.086
301	0.828	0.968	0.794	0.934	0.526	0.208	0.532	0.208	0.526	0.236	0.524	0.344
9	0.702	0.954	0.7	0.892	0.426	0.77	0.396	0.748	0.426	0.784	0.396	0.7
25	0.814	0.178	0.83	0.242	0.554	0.094	0.608	0.066	0.554	0.092	0.574	0.052
13	0.712	0.286	0.736	0.35	0.45	0.152	0.422	0.188	0.45	0.166	0.446	0.18
189	0.328	0.728	0.358	0.648	0.17	0.096	0.19	0.142	0.17	0.158	0.182	0.172
289	0.884	0.71	0.89	0.734	0.57	0.702	0.626	0.79	0.57	0.738	0.638	0.71
273	0.756	0.646	0.76	0.598	0.354	0.37	0.36	0.358	0.354	0.354	0.348	0.39
129	0.79	0.392	0.782	0.398	0.74	0.644	0.704	0.586	0.74	0.484	0.728	0.536
361	0.478	0.716	0.48	0.876	0.39	0.094	0.35	0.166	0.39	0.128	0.35	0.104
145	0.738	0.862	0.674	0.884	0.642	0.162	0.65	0.176	0.642	0.124	0.648	0.148
249	0.526	0.74	0.508	0.826	0.49	0.214	0.492	0.234	0.49	0.236	0.512	0.316
69	0.678	0.7	0.794	0.65	0.744	0.408	0.722	0.444	0.744	0.4	0.746	0.37
281	0.21	0.524	0.282	0.458	0.12	0.188	0.13	0.144	0.12	0.148	0.126	0.116
205	0.936	0.996	0.934	0.996	0.682	0.654	0.7	0.582	0.682	0.586	0.702	0.688
253	0.166	0.296	0.172	0.182	0.54	0.218	0.522	0.174	0.54	0.246	0.504	0.204
369	0.936	0.84	0.932	0.612	0.94	0.252	0.95	0.282	0.94	0.262	0.922	0.28
329	0.72	0.484	0.746	0.514	0.434	0.404	0.5	0.396	0.434	0.51	0.488	0.378
373	0.744	0.712	0.714	0.744	0.456	0.252	0.434	0.254	0.456	0.376	0.45	0.366
33	0.832	0.966	0.86	0.982	0.716	0.924	0.678	0.902	0.716	0.928	0.712	0.912
317	0.444	0.408	0.484	0.636	0.252	0.296	0.264	0.346	0.252	0.26	0.248	0.306
169	0.972	0.942	0.978	0.972	0.804	0.266	0.78	0.336	0.804	0.234	0.774	0.218
81	0.824	0.666	0.806	0.604	0.9	0.804	0.906	0.728	0.9	0.742	0.912	0.76
261	0.416	0.948	0.528	0.966	0.33	0.62	0.382	0.704	0.33	0.66	0.402	0.704
165	0.14	0.39	0.144	0.522	0.088	0.152	0.082	0.1	0.088	0.124	0.1	0.13
285	0.712	0.98	0.76	0.27	0.44	0.018	0.462	0.026	0.44	0.026	0.432	0.014
221	0.93	0.992	0.95	0.982	0.666	0.572	0.672	0.548	0.666	0.474	0.672	0.474
233	0.63	0.284	0.59	0.864	0.376	0.026	0.4	0.024	0.376	0.006	0.406	0.014
257	0.926	0.912	0.934	0.932	0.816	0.922	0.824	0.846	0.816	0.86	0.792	0.878
213	0.854	0.802	0.84	0.868	0.624	0.762	0.628	0.774	0.624	0.886	0.656	0.744
789	0.762	0.512	0.748	0.442	0.89	0.616	0.934	0.686	0.89	0.748	0.9	0.736
105	0.862	0.984	0.834	0.972	0.666	0.902	0.71	0.934	0.666	0.918	0.7	0.926
269	0.6	0.83	0.59	0.654	0.422	0.232	0.358	0.18	0.422	0.156	0.362	0.19
