"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
393	0.864	0.958	0.87	0.966	0.6	0.214	0.572	0.184	0.6	0.284	0.558	0.21
145	0.34	0.154	0.366	0.278	0.34	0.02	0.278	0.044	0.34	0.048	0.318	0.056
177	0.19	0.272	0.176	0.194	0.066	0.002	0.098	0.002	0.066	0.002	0.092	0.008
121	0.2	0.18	0.172	0.144	0.066	0.012	0.126	0.012	0.066	0.01	0.096	0.018
57	0.122	0.19	0.116	0.228	0.114	0.006	0.096	0.016	0.114	0.008	0.11	0.014
369	0.944	0.494	0.952	0.622	0.73	0.11	0.778	0.096	0.73	0.078	0.804	0.092
37	0.234	0.442	0.242	0.35	0.222	0.026	0.256	0.022	0.222	0.014	0.248	0.04
29	0.308	0.234	0.308	0.376	0.55	0.098	0.504	0.116	0.55	0.108	0.616	0.052
181	0.416	0.568	0.478	0.45	0.252	0.064	0.28	0.106	0.252	0.13	0.242	0.04
357	0.278	0.378	0.276	0.336	0.208	0.038	0.176	0.042	0.208	0.072	0.18	0.022
153	0.856	0.756	0.93	0.822	0.592	0.158	0.646	0.3	0.592	0.25	0.652	0.278
189	0.164	0.254	0.19	0.2	0.08	0	0.11	0.002	0.08	0	0.136	0.006
205	0.882	0.944	0.862	0.916	0.88	0.36	0.86	0.39	0.88	0.438	0.846	0.48
337	0.334	0.654	0.4	0.39	0.132	0.026	0.164	0.03	0.132	0.02	0.166	0.016
365	0.03	0.136	0.038	0.136	0.008	0	0.03	0.002	0.008	0	0.01	0
269	0.204	0.158	0.254	0.094	0.178	0.006	0.194	0.004	0.178	0.016	0.166	0.004
97	0.27	0.544	0.294	0.608	0.258	0.132	0.334	0.168	0.258	0.138	0.306	0.17
161	0.872	0.684	0.83	0.682	0.556	0.182	0.56	0.186	0.556	0.236	0.576	0.244
69	0.416	0.392	0.39	0.452	0.234	0.016	0.214	0.03	0.234	0.014	0.266	0.022
289	0.522	0.976	0.55	0.94	0.304	0.346	0.314	0.302	0.304	0.328	0.32	0.294
165	0.018	0.24	0.054	0.464	0.03	0.018	0.038	0.016	0.03	0.02	0.036	0.024
53	0.546	0.918	0.606	0.914	0.4	0.212	0.46	0.254	0.4	0.154	0.424	0.168
105	0.616	0.49	0.634	0.424	0.304	0.048	0.296	0.034	0.304	0.022	0.342	0.07
157	0.022	0.076	0.014	0.034	0.012	0	0.008	0	0.012	0	0.01	0
129	0.408	0.338	0.398	0.264	0.236	0.012	0.232	0.012	0.236	0.022	0.26	0.01
329	0.592	0.426	0.558	0.296	0.3	0.04	0.292	0.012	0.3	0.028	0.312	0.028
185	0.736	0.948	0.768	0.946	0.46	0.434	0.526	0.442	0.46	0.496	0.576	0.318
137	0.032	0.112	0.054	0.188	0.034	0.04	0.036	0.018	0.034	0.028	0.036	0.004
193	0.894	0.698	0.88	0.564	0.6	0.43	0.59	0.33	0.6	0.276	0.58	0.308
173	0.728	0.95	0.73	0.948	0.446	0.05	0.442	0.026	0.446	0.024	0.38	0.018
253	0.072	0.058	0.118	0.062	0.06	0.026	0.074	0.022	0.06	0.03	0.042	0.02
169	0.5	0.292	0.536	0.21	0.284	0.008	0.326	0.016	0.284	0.018	0.27	0.006
41	0.152	0.27	0.156	0.312	0.074	0.008	0.058	0.014	0.074	0.01	0.06	0.008
257	0.806	0.696	0.828	0.654	0.602	0.28	0.56	0.318	0.602	0.338	0.544	0.304
21	0.122	0.044	0.112	0.072	0.072	0	0.062	0	0.072	0.002	0.052	0
249	0.124	0.32	0.132	0.248	0.122	0.018	0.166	0.014	0.122	0.014	0.2	0.02
197	0.164	0.192	0.16	0.094	0.09	0	0.104	0.002	0.09	0.002	0.078	0
25	0.352	0.136	0.394	0.154	0.176	0.002	0.188	0.004	0.176	0	0.198	0
381	0.108	0.348	0.094	0.384	0.06	0.014	0.1	0.022	0.06	0.022	0.06	0.022
201	0.854	0.64	0.836	0.578	0.61	0.53	0.66	0.602	0.61	0.554	0.634	0.6
141	0.2	0.244	0.196	0.268	0.08	0.004	0.104	0.006	0.08	0.008	0.098	0.008
373	0.284	0.446	0.29	0.434	0.134	0.028	0.128	0.014	0.134	0.014	0.14	0.02
113	0.098	0.116	0.114	0.06	0.042	0	0.04	0	0.042	0	0.048	0
237	0.036	0.276	0.034	0.216	0.066	0.01	0.056	0.024	0.066	0.008	0.078	0.032
1	0.166	0.078	0.184	0.114	0.078	0	0.112	0.004	0.078	0	0.074	0
33	0.478	0.286	0.482	0.276	0.324	0.062	0.336	0.022	0.324	0.068	0.338	0.076
233	0.342	0.296	0.374	0.308	0.204	0.012	0.194	0.008	0.204	0.004	0.232	0.002
209	0.112	0.428	0.146	0.298	0.066	0.004	0.08	0.016	0.066	0.004	0.048	0.014
217	0.23	0.216	0.258	0.222	0.138	0.002	0.122	0	0.138	0	0.104	0
261	0.422	0.654	0.394	0.802	0.23	0.24	0.216	0.246	0.23	0.268	0.178	0.342
17	0.146	0.178	0.116	0.196	0.066	0.01	0.062	0.002	0.066	0.006	0.062	0.002
445	0.564	0.522	0.63	0.544	0.69	0.248	0.7	0.24	0.69	0.26	0.704	0.27
461	0.602	0.466	0.596	0.46	0.406	0.168	0.35	0.166	0.406	0.08	0.39	0.15
361	0.126	0.178	0.13	0.302	0.074	0.012	0.078	0.02	0.074	0.038	0.068	0.012
313	0.058	0.08	0.052	0.082	0.03	0	0.014	0	0.03	0	0.018	0.002
301	0.622	0.56	0.584	0.408	0.358	0.048	0.388	0.036	0.358	0.02	0.35	0.078
273	0.11	0.466	0.112	0.22	0.054	0.006	0.064	0.012	0.054	0.026	0.066	0.01
281	0.164	0.95	0.166	0.948	0.084	0.024	0.076	0.026	0.084	0.032	0.086	0.026
285	0.302	0.112	0.286	0.048	0.136	0	0.136	0.008	0.136	0	0.158	0
89	0.804	0.79	0.794	0.708	0.814	0.272	0.774	0.214	0.814	0.234	0.84	0.14
49	0.09	0.07	0.098	0.152	0.042	0.002	0.042	0	0.042	0	0.06	0.006
497	0.124	0.124	0.136	0.232	0.098	0.002	0.072	0.002	0.098	0	0.066	0
77	0.368	0.308	0.368	0.29	0.234	0.042	0.202	0.046	0.234	0.066	0.216	0.06
9	0.632	0.426	0.648	0.454	0.366	0.076	0.378	0.096	0.366	0.058	0.384	0.082
377	0.25	0.078	0.238	0.074	0.134	0.004	0.136	0	0.134	0.002	0.11	0.004
773	0.178	0.652	0.206	0.692	0.074	0.03	0.122	0.064	0.074	0.074	0.086	0.078
321	0.498	0.176	0.494	0.138	0.26	0.02	0.258	0.02	0.26	0.014	0.25	0.024
93	0.106	0.316	0.112	0.42	0.056	0.01	0.052	0.01	0.056	0.002	0.062	0.01
577	0.354	0.618	0.356	0.464	0.232	0.066	0.216	0.046	0.232	0.048	0.25	0.054
85	0.768	0.752	0.748	0.726	0.448	0.066	0.414	0.066	0.448	0.09	0.44	0.066
333	0.124	0.138	0.126	0.142	0.11	0.002	0.128	0.002	0.11	0.002	0.118	0
241	0.776	0.986	0.808	0.998	0.692	0.642	0.67	0.552	0.692	0.7	0.694	0.658
673	0.544	0.948	0.466	0.72	0.294	0.446	0.306	0.414	0.294	0.28	0.33	0.418
725	0.54	0.472	0.518	0.396	0.304	0.022	0.284	0.02	0.304	0.014	0.246	0.016
677	0.59	0.55	0.546	0.474	0.544	0.038	0.542	0.02	0.544	0.018	0.494	0.032
529	0.152	0.964	0.152	0.188	0.062	0.008	0.07	0.024	0.062	0.008	0.056	0.008
229	0.044	0.024	0.05	0.042	0.046	0	0.024	0	0.046	0	0.028	0
73	0.46	0.564	0.514	0.432	0.284	0.008	0.278	0.016	0.284	0.02	0.262	0.01
225	0.376	0.192	0.39	0.286	0.188	0.028	0.23	0.026	0.188	0.04	0.182	0.016
125	0.046	0.192	0.072	0.128	0.104	0	0.098	0.006	0.104	0.002	0.078	0.004
109	0.528	0.572	0.58	0.758	0.3	0.224	0.368	0.204	0.3	0.268	0.356	0.246
61	0.12	0.188	0.102	0.184	0.06	0	0.038	0	0.06	0	0.04	0
221	0.544	0.312	0.496	0.212	0.278	0.04	0.304	0.026	0.278	0.02	0.258	0.054
265	0.404	0.106	0.358	0.09	0.192	0.008	0.172	0.002	0.192	0.006	0.154	0.004
605	0.556	0.84	0.56	0.844	0.658	0.236	0.67	0.33	0.658	0.352	0.664	0.208
545	0.034	0.166	0.016	0.136	0.02	0	0.022	0.004	0.02	0.002	0.016	0.004
65	0.036	0.084	0.06	0.086	0.07	0.004	0.074	0.002	0.07	0	0.066	0
661	0.152	0.422	0.158	0.448	0.066	0.08	0.066	0.026	0.066	0.018	0.076	0.04
389	0.674	0.698	0.726	0.602	0.596	0.12	0.512	0.122	0.596	0.224	0.488	0.134
397	0.54	0.854	0.57	0.81	0.524	0.74	0.542	0.73	0.524	0.76	0.57	0.724
401	0.63	0.748	0.594	0.632	0.436	0.344	0.402	0.318	0.436	0.404	0.454	0.35
553	0.132	0.244	0.106	0.256	0.048	0.036	0.078	0.008	0.048	0.006	0.088	0.014
13	0.154	0.238	0.2	0.22	0.102	0.01	0.108	0.014	0.102	0.006	0.114	0.014
745	0.174	0.168	0.172	0.162	0.08	0.01	0.114	0.002	0.08	0.008	0.118	0.006
693	0.298	0.306	0.28	0.434	0.144	0.008	0.164	0.012	0.144	0.026	0.164	0.004
469	0.066	0.05	0.074	0.14	0.088	0	0.054	0.002	0.088	0	0.066	0
709	0.822	0.982	0.788	0.91	0.558	0.762	0.576	0.692	0.558	0.764	0.562	0.722
633	0.132	0.71	0.156	0.15	0.066	0	0.056	0.002	0.066	0.002	0.058	0
297	0.772	0.388	0.748	0.32	0.58	0.046	0.606	0.042	0.58	0.038	0.568	0.032
305	0.078	0.186	0.068	0.4	0.052	0.016	0.042	0.014	0.052	0.004	0.05	0.01
485	0.556	0.704	0.546	0.68	0.282	0.104	0.286	0.134	0.282	0.092	0.274	0.066
541	0.254	0.128	0.234	0.126	0.202	0.018	0.192	0.018	0.202	0.014	0.204	0.01
601	0.708	0.726	0.714	0.604	0.61	0.67	0.58	0.698	0.61	0.706	0.662	0.688
133	0.064	0.156	0.06	0.098	0.028	0	0.042	0	0.028	0.004	0.036	0.002
213	0.508	0.6	0.5	0.792	0.414	0.436	0.448	0.438	0.414	0.46	0.44	0.452
