"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
145	0.272	0.134	0.272	0.118	0.242	0.014	0.204	0.036	0.242	0.042	0.27	0.02
17	0.096	0.14	0.09	0.146	0.044	0	0.042	0.004	0.044	0.002	0.056	0.002
393	0.576	0.458	0.582	0.436	0.32	0.12	0.338	0.16	0.32	0.1	0.34	0.074
97	0.226	0.494	0.256	0.428	0.238	0.132	0.236	0.11	0.238	0.15	0.218	0.162
237	0.04	0.166	0.036	0.114	0.052	0.008	0.07	0.01	0.052	0	0.048	0.004
269	0.176	0.072	0.16	0.144	0.096	0.008	0.098	0.002	0.096	0.008	0.098	0.004
173	0.66	0.386	0.64	0.594	0.356	0.022	0.374	0.014	0.356	0.022	0.332	0.026
253	0.03	0.1	0.054	0.14	0.034	0.004	0.026	0.006	0.034	0.006	0.026	0.002
221	0.258	0.208	0.26	0.176	0.138	0.006	0.174	0.01	0.138	0.008	0.184	0.002
233	0.302	0.154	0.266	0.214	0.202	0.004	0.192	0.002	0.202	0.006	0.17	0.004
165	0.034	0.162	0.022	0.198	0.02	0.008	0.016	0.004	0.02	0.006	0.018	0.002
121	0.072	0.1	0.078	0.102	0.034	0	0.046	0.004	0.034	0.002	0.034	0.002
369	0.862	0.604	0.838	0.546	0.654	0.05	0.656	0.086	0.654	0.072	0.684	0.086
181	0.508	0.31	0.502	0.308	0.28	0.046	0.274	0.044	0.28	0.076	0.272	0.026
177	0.112	0.046	0.1	0.114	0.05	0	0.046	0	0.05	0	0.066	0
197	0.122	0.124	0.12	0.07	0.046	0.002	0.06	0	0.046	0.002	0.062	0.006
57	0.086	0.23	0.092	0.192	0.092	0	0.064	0	0.092	0	0.08	0.004
1	0.148	0.064	0.124	0.044	0.06	0	0.058	0.002	0.06	0.002	0.052	0
301	0.478	0.402	0.504	0.324	0.236	0.03	0.254	0.03	0.236	0.018	0.282	0.01
105	0.352	0.234	0.334	0.234	0.172	0.006	0.182	0.01	0.172	0.004	0.188	0.014
37	0.12	0.108	0.116	0.126	0.178	0.004	0.134	0.002	0.178	0.004	0.15	0.004
205	0.478	0.436	0.524	0.392	0.546	0.32	0.574	0.31	0.546	0.338	0.53	0.362
329	0.388	0.238	0.376	0.204	0.208	0.012	0.244	0.004	0.208	0.016	0.188	0.01
229	0.026	0.042	0.024	0.056	0.018	0	0.024	0	0.018	0	0.016	0
349	0.558	0.27	0.494	0.284	0.31	0.034	0.304	0.024	0.31	0.042	0.312	0.052
461	0.354	0.502	0.366	0.424	0.21	0.052	0.214	0.05	0.21	0.05	0.216	0.076
141	0.088	0.246	0.078	0.188	0.034	0	0.032	0	0.034	0	0.024	0
137	0.026	0.05	0.02	0.074	0.018	0	0.018	0.008	0.018	0.002	0.01	0
29	0.374	0.438	0.394	0.468	0.362	0.082	0.344	0.1	0.362	0.066	0.412	0.06
773	0.124	0.404	0.11	0.398	0.08	0.018	0.056	0.062	0.08	0.034	0.056	0.034
77	0.202	0.214	0.188	0.158	0.128	0.018	0.086	0.006	0.128	0.024	0.112	0.01
25	0.218	0.104	0.184	0.048	0.12	0.002	0.128	0.002	0.12	0.002	0.122	0
21	0.066	0.1	0.07	0.1	0.02	0	0.028	0	0.02	0	0.03	0
53	0.408	0.556	0.444	0.684	0.242	0.064	0.238	0.07	0.242	0.088	0.212	0.098
129	0.172	0.962	0.162	0.962	0.088	0.002	0.098	0	0.088	0	0.1	0.002
41	0.064	0.136	0.058	0.052	0.022	0	0.018	0.002	0.022	0.002	0.022	0.004
261	0.428	0.476	0.454	0.476	0.27	0.14	0.272	0.164	0.27	0.186	0.292	0.164
469	0.022	0.096	0.032	0.04	0.014	0	0.024	0	0.014	0	0.028	0.002
113	0.046	0.074	0.068	0.066	0.036	0	0.01	0	0.036	0	0.024	0
193	0.632	0.472	0.678	0.444	0.374	0.078	0.386	0.068	0.374	0.142	0.412	0.116
189	0.128	0.106	0.14	0.108	0.072	0.002	0.064	0.002	0.072	0.002	0.068	0.002
289	0.368	0.972	0.386	0.97	0.21	0.154	0.21	0.224	0.21	0.164	0.206	0.17
529	0.116	0.234	0.114	0.134	0.052	0.01	0.058	0.006	0.052	0.008	0.038	0.004
337	0.302	0.604	0.258	0.522	0.148	0.026	0.108	0.014	0.148	0.004	0.106	0.01
81	0.718	0.656	0.75	0.634	0.428	0.244	0.474	0.176	0.428	0.172	0.452	0.218
273	0.064	0.082	0.046	0.122	0.026	0.004	0.032	0.004	0.026	0	0.046	0.002
65	0.034	0.114	0.058	0.082	0.048	0	0.04	0	0.048	0.002	0.03	0
169	0.408	0.154	0.378	0.202	0.214	0.008	0.218	0.014	0.214	0.004	0.206	0.01
381	0.048	0.396	0.054	0.502	0.044	0.012	0.054	0.016	0.044	0.01	0.04	0.022
357	0.16	0.2	0.132	0.154	0.128	0.014	0.098	0.02	0.128	0.01	0.11	0.016
365	0.018	0.09	0.026	0.06	0.014	0	0.012	0	0.014	0	0.016	0.004
629	0.502	0.12	0.496	0.182	0.294	0.01	0.242	0.006	0.294	0.004	0.306	0.002
653	0.216	0.166	0.25	0.172	0.186	0	0.112	0	0.186	0.006	0.126	0
281	0.066	0.174	0.086	0.178	0.052	0.004	0.04	0.01	0.052	0.002	0.054	0.006
