"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
9	0.026	0.002	0.024	0.008	0.046	0.074	0.05	0.066	0.724	0.866	0.648	0.832
33	0.004	0.028	0.004	0.038	0	0.004	0	0.002	0.426	0.488	0.462	0.564
53	0.364	0.054	0.416	0.026	0.206	0.018	0.194	0.016	0.962	0.962	0.936	0.966
77	0.55	0.228	0.576	0.232	0.336	0.26	0.326	0.196	0.446	0.542	0.368	0.62
21	0.104	0.006	0.102	0.004	0.096	0.026	0.106	0.006	0.688	0.742	0.698	0.758
105	0.486	0.158	0.476	0.088	0.388	0.258	0.386	0.278	0.638	0.694	0.668	0.748
13	0.918	0.28	0.938	0.312	0.742	0.746	0.77	0.766	0.814	0.844	0.818	0.86
25	0.16	0.004	0.136	0.038	0.104	0.118	0.112	0.118	0.13	0.232	0.14	0.192
29	0.096	0.04	0.114	0.018	0.13	0.006	0.114	0.01	0.338	0.184	0.364	0.216
121	0.144	0.032	0.106	0.046	0.128	0.006	0.076	0.012	0.982	0.954	0.98	0.946
117	0.036	0.016	0.042	0.012	0.102	0.04	0.092	0.028	0.388	0.452	0.36	0.452
69	0.008	0	0.01	0	0.004	0	0.004	0	0.548	0.332	0.578	0.296
57	0.524	0.228	0.556	0.116	0.536	0.07	0.548	0.072	0.608	0.146	0.622	0.12
81	0.138	0.216	0.148	0.154	0.086	0.054	0.066	0.048	0.9	0.876	0.9	0.848
1	0.04	0.086	0.034	0.084	0.034	0.012	0.024	0.018	0.032	0.016	0.03	0.016
157	0.144	0.038	0.114	0.018	0.058	0.002	0.064	0.004	0.054	0.05	0.074	0.098
97	0.07	0.02	0.042	0.014	0.022	0.008	0.024	0.01	0.306	0.398	0.324	0.444
