"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
37	0.024	0.07	0.016	0.096	0.02	0	0.02	0	0.02	0	0.006	0
29	0.066	0.104	0.066	0.124	0.04	0.002	0.036	0.002	0.04	0.002	0.042	0
41	0.146	0.066	0.146	0.094	0.084	0	0.082	0	0.084	0	0.076	0
53	0.004	0.08	0.01	0.104	0	0	0.008	0	0	0	0.006	0
1	0.038	0.086	0.042	0.1	0.048	0	0.024	0	0.048	0	0.022	0
17	0.036	0.046	0.048	0.036	0.044	0	0.054	0	0.044	0	0.024	0
249	0.258	0.106	0.24	0.112	0.166	0	0.176	0	0.166	0	0.16	0.002
197	0	0.054	0	0.048	0	0	0	0	0	0	0	0
65	0.13	0.046	0.12	0.036	0.106	0	0.106	0	0.106	0	0.116	0
233	0.016	0.076	0.01	0.074	0.01	0	0.012	0	0.01	0	0.012	0
49	0.014	0.026	0.012	0.024	0.008	0	0.01	0	0.008	0	0.008	0
89	0.012	0.082	0	0.086	0.002	0	0.004	0	0.002	0	0.002	0
173	0.004	0.032	0.002	0.032	0	0	0.002	0	0	0	0.002	0
185	0.036	0.138	0.03	0.106	0.08	0.002	0.074	0.002	0.08	0.002	0.082	0.004
205	0.016	0.144	0.028	0.112	0.008	0	0.01	0	0.008	0.002	0.012	0
229	0.138	0.096	0.158	0.086	0.052	0	0.072	0	0.052	0	0.062	0
397	0.034	0.144	0.048	0.128	0.068	0	0.042	0.002	0.068	0.002	0.046	0
141	0.418	0.418	0.454	0.49	0.228	0.016	0.238	0.016	0.228	0.012	0.272	0.024
153	0	0.024	0.002	0.022	0.004	0	0	0	0.004	0	0.008	0
