"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
397	0.954	0.054	0.968	0.1	0.924	0.95	0.914	0.95	0.924	0.974	0.906	0.952
249	0.692	0.172	0.626	0.18	0.238	0.462	0.266	0.434	0.238	0.394	0.28	0.472
53	0.792	0.208	0.778	0.238	0.526	0.524	0.53	0.466	0.526	0.362	0.518	0.39
37	0.882	0.986	0.904	0.986	0.956	0.742	0.938	0.7	0.956	0.706	0.916	0.706
197	0.622	0.416	0.694	0.726	0.488	0.352	0.532	0.45	0.488	0.456	0.518	0.426
137	0.752	0.098	0.732	0.056	0.42	0.458	0.506	0.456	0.42	0.568	0.468	0.548
141	0.678	0.056	0.648	0.136	0.642	0.64	0.66	0.636	0.642	0.648	0.664	0.588
17	0.858	0.54	0.798	0.498	0.552	0.136	0.572	0.188	0.552	0.198	0.53	0.262
241	0.656	0.35	0.67	0.22	0.644	0.724	0.614	0.764	0.644	0.772	0.608	0.734
333	0.68	0.278	0.676	0.288	0.58	0.722	0.654	0.65	0.58	0.692	0.616	0.698
381	0.48	0.014	0.46	0.042	0.216	0.002	0.254	0	0.216	0.008	0.202	0.002
325	0.424	0.81	0.388	0.702	0.22	0.36	0.228	0.45	0.22	0.416	0.246	0.476
13	0.906	0.504	0.918	0.502	0.774	0.708	0.76	0.698	0.774	0.586	0.784	0.642
233	0.64	0.08	0.65	0.072	0.342	0.644	0.302	0.636	0.342	0.656	0.342	0.574
185	0.604	0.352	0.582	0.326	0.508	0.43	0.5	0.574	0.508	0.556	0.472	0.442
341	0.54	0.292	0.58	0.306	0.364	0.578	0.338	0.522	0.364	0.558	0.372	0.558
261	0.49	0.49	0.432	0.384	0.118	0.112	0.12	0.126	0.118	0.156	0.114	0.118
317	0.45	0.088	0.49	0.096	0.236	0.268	0.236	0.312	0.236	0.354	0.272	0.34
77	0.228	0.64	0.218	0.662	0.118	0.316	0.106	0.276	0.118	0.3	0.104	0.258
237	0.654	0.148	0.676	0.294	0.588	0.118	0.658	0.08	0.588	0.136	0.628	0.134
229	0.958	0.226	0.932	0.208	0.832	0.834	0.832	0.82	0.832	0.784	0.83	0.796
205	0.552	0.17	0.632	0.144	0.338	0.548	0.308	0.428	0.338	0.484	0.354	0.584
41	0.684	0.332	0.674	0.3	0.66	0.898	0.678	0.844	0.66	0.906	0.656	0.772
277	0.946	0.992	0.95	0.984	0.672	0.588	0.69	0.586	0.672	0.648	0.696	0.62
65	0.86	0.584	0.87	0.59	0.556	0.536	0.61	0.478	0.556	0.548	0.496	0.5
193	0.124	0.764	0.166	0.744	0.036	0.074	0.05	0.082	0.036	0.074	0.038	0.064
165	0.994	0.122	0.992	0.162	0.9	0.356	0.902	0.546	0.9	0.414	0.86	0.422
61	0.952	0.348	0.956	0.282	0.852	0.8	0.894	0.764	0.852	0.766	0.876	0.838
1	0.884	0.918	0.884	0.956	0.742	0.418	0.752	0.502	0.742	0.48	0.748	0.436
129	0.596	0.186	0.562	0.164	0.394	0.02	0.366	0.046	0.394	0.038	0.404	0.038
